time,temperature_2m_max
2022-02-06,20.5
2022-02-07,22.2
2022-02-08,22.1
2022-02-09,18.5
2022-02-10,20.0
2022-02-11,20.1
2022-02-12,21.1
2022-02-13,22.4
2022-02-14,23.1
2022-02-15,23.2
2022-02-16,23.6
2022-02-17,24.2
2022-02-18,25.0
2022-02-19,24.0
2022-02-20,23.7
2022-02-21,24.5
2022-02-22,25.4
2022-02-23,23.8
2022-02-24,25.0
2022-02-25,25.0
2022-02-26,23.5
2022-02-27,23.4
2022-02-28,23.0
2022-03-01,24.4
2022-03-02,25.6
2022-03-03,26.9
2022-03-04,25.0
2022-03-05,25.7
2022-03-06,26.2
2022-03-07,28.0
2022-03-08,29.6
2022-03-09,30.1
2022-03-10,29.0
2022-03-11,28.9
2022-03-12,30.0
2022-03-13,31.5
2022-03-14,31.9
2022-03-15,33.3
2022-03-16,34.6
2022-03-17,33.2
2022-03-18,34.0
2022-03-19,34.5
2022-03-20,36.1
2022-03-21,35.8
2022-03-22,34.9
2022-03-23,35.2
2022-03-24,34.3
2022-03-25,34.5
2022-03-26,34.7
2022-03-27,36.2
2022-03-28,37.5
2022-03-29,38.4
2022-03-30,38.3
2022-03-31,38.7
2022-04-01,35.9
2022-04-02,37.4
2022-04-03,38.8
2022-04-04,37.8
2022-04-05,38.2
2022-04-06,38.7
2022-04-07,39.3
2022-04-08,40.8
2022-04-09,41.6
2022-04-10,41.0
2022-04-11,41.4
2022-04-12,39.8
2022-04-13,38.8
2022-04-14,39.2
2022-04-15,38.8
2022-04-16,39.5
2022-04-17,40.5
2022-04-18,41.3
2022-04-19,41.8
2022-04-20,40.8
2022-04-21,36.7
2022-04-22,38.3
2022-04-23,39.2
2022-04-24,39.7
2022-04-25,40.5
2022-04-26,40.6
2022-04-27,41.2
2022-04-28,43.0
2022-04-29,43.5
2022-04-30,43.2
2022-05-01,41.3
2022-05-02,40.9
2022-05-03,39.4
2022-05-04,39.2
2022-05-05,38.2
2022-05-06,39.3
2022-05-07,39.9
2022-05-08,41.2
2022-05-09,40.2
2022-05-10,39.7
2022-05-11,41.2
2022-05-12,42.7
2022-05-13,43.7
2022-05-14,44.2
2022-05-15,45.3
2022-05-16,42.0
2022-05-17,39.1
2022-05-18,42.3
2022-05-19,43.5
2022-05-20,45.2
2022-05-21,40.5
2022-05-22,40.0
2022-05-23,31.5
2022-05-24,33.1
2022-05-25,33.2
2022-05-26,35.5
2022-05-27,38.2
2022-05-28,39.7
2022-05-29,40.6
2022-05-30,40.7
2022-05-31,39.7
2022-06-01,40.5
2022-06-02,41.5
2022-06-03,42.5
2022-06-04,43.4
2022-06-05,42.9
2022-06-06,42.4
2022-06-07,43.2
2022-06-08,42.5
2022-06-09,42.8
2022-06-10,42.1
2022-06-11,43.2
2022-06-12,42.7
2022-06-13,43.1
2022-06-14,38.5
2022-06-15,41.9
2022-06-16,39.0
2022-06-17,36.5
2022-06-18,34.5
2022-06-19,32.0
2022-06-20,32.5
2022-06-21,32.0
2022-06-22,34.5
2022-06-23,36.7
2022-06-24,37.4
2022-06-25,38.3
2022-06-26,39.2
2022-06-27,38.7
2022-06-28,41.0
2022-06-29,41.8
2022-06-30,31.2
2022-07-01,32.0
2022-07-02,35.0
2022-07-03,34.4
2022-07-04,35.2
2022-07-05,36.3
2022-07-06,35.8
2022-07-07,35.5
2022-07-08,36.8
2022-07-09,34.0
2022-07-10,33.2
2022-07-11,35.0
2022-07-12,35.0
2022-07-13,35.4
2022-07-14,34.7
2022-07-15,36.3
2022-07-16,33.6
2022-07-17,34.2
2022-07-18,35.5
2022-07-19,35.3
2022-07-20,33.4
2022-07-21,30.7
2022-07-22,31.3
2022-07-23,30.9
2022-07-24,33.2
2022-07-25,32.5
2022-07-26,31.5
2022-07-27,32.0
2022-07-28,31.7
2022-07-29,30.2
2022-07-30,31.3
2022-07-31,32.9
2022-08-01,31.5
2022-08-02,33.4
2022-08-03,32.8
2022-08-04,31.5
2022-08-05,31.0
2022-08-06,32.4
2022-08-07,30.7
2022-08-08,33.3
2022-08-09,33.5
2022-08-10,34.5
2022-08-11,28.7
2022-08-12,33.7
2022-08-13,33.2
2022-08-14,32.7
2022-08-15,31.0
2022-08-16,30.2
2022-08-17,32.0
2022-08-18,33.4
2022-08-19,34.0
2022-08-20,30.5
2022-08-21,33.5
2022-08-22,32.9
2022-08-23,33.1
2022-08-24,32.3
2022-08-25,33.6
2022-08-26,34.8
2022-08-27,35.0
2022-08-28,35.5
2022-08-29,34.8
2022-08-30,36.8
2022-08-31,36.8
2022-09-01,36.8
2022-09-02,36.7
2022-09-03,37.7
2022-09-04,36.8
2022-09-05,36.2
2022-09-06,37.4
2022-09-07,37.3
2022-09-08,36.6
2022-09-09,35.0
2022-09-10,34.2
2022-09-11,33.6
2022-09-12,35.0
2022-09-13,34.2
2022-09-14,30.5
2022-09-15,30.1
2022-09-16,30.9
2022-09-17,33.5
2022-09-18,33.2
2022-09-19,33.5
2022-09-20,32.0
2022-09-21,31.5
2022-09-22,26.8
2022-09-23,28.0
2022-09-24,27.0
2022-09-25,30.8
2022-09-26,31.0
2022-09-27,31.4
2022-09-28,32.1
2022-09-29,31.6
2022-09-30,31.9
2022-10-01,32.5
2022-10-02,33.1
2022-10-03,33.2
2022-10-04,32.7
2022-10-05,31.7
2022-10-06,30.7
2022-10-07,26.1
2022-10-08,23.6
2022-10-09,25.9
2022-10-10,27.7
2022-10-11,26.6
2022-10-12,28.3
2022-10-13,29.0
2022-10-14,29.4
2022-10-15,29.5
2022-10-16,29.9
2022-10-17,30.2
2022-10-18,30.4
2022-10-19,30.0
2022-10-20,30.2
2022-10-21,29.9
2022-10-22,29.0
2022-10-23,28.5
2022-10-24,29.4
2022-10-25,29.2
2022-10-26,29.8
2022-10-27,30.0
2022-10-28,29.9
2022-10-29,29.2
2022-10-30,29.5
2022-10-31,29.2
2022-11-01,30.0
2022-11-02,29.1
2022-11-03,30.4
2022-11-04,30.6
2022-11-05,29.9
2022-11-06,29.2
2022-11-07,30.4
2022-11-08,28.6
2022-11-09,27.0
2022-11-10,25.8
2022-11-11,26.1
2022-11-12,26.2
2022-11-13,26.5
2022-11-14,27.5
2022-11-15,26.5
2022-11-16,25.0
2022-11-17,24.2
2022-11-18,24.1
2022-11-19,24.0
2022-11-20,25.0
2022-11-21,25.4
2022-11-22,25.0
2022-11-23,24.9
2022-11-24,24.9
2022-11-25,24.7
2022-11-26,24.8
2022-11-27,24.5
2022-11-28,24.2
2022-11-29,24.0
2022-11-30,23.8
2022-12-01,23.5
2022-12-02,23.4
2022-12-03,23.7
2022-12-04,23.5
2022-12-05,22.3
2022-12-06,22.6
2022-12-07,23.0
2022-12-08,22.8
2022-12-09,23.5
2022-12-10,25.0
2022-12-11,25.1
2022-12-12,24.6
2022-12-13,24.4
2022-12-14,22.1
2022-12-15,21.5
2022-12-16,21.2
2022-12-17,21.6
2022-12-18,21.5
2022-12-19,21.4
2022-12-20,20.8
2022-12-21,20.5
2022-12-22,20.2
2022-12-23,18.9
2022-12-24,18.9
2022-12-25,17.1
2022-12-26,18.4
2022-12-27,18.8
2022-12-28,19.6
2022-12-29,20.2
2022-12-30,20.7
2022-12-31,19.0
2023-01-01,18.3
2023-01-02,18.1
2023-01-03,16.5
2023-01-04,16.5
2023-01-05,15.4
2023-01-06,14.1
2023-01-07,15.2
2023-01-08,17.0
2023-01-09,17.4
2023-01-10,18.4
2023-01-11,19.6
2023-01-12,20.0
2023-01-13,18.5
2023-01-14,17.0
2023-01-15,15.2
2023-01-16,15.5
2023-01-17,16.4
2023-01-18,16.5
2023-01-19,18.4
2023-01-20,19.6
2023-01-21,20.5
2023-01-22,21.6
2023-01-23,22.8
2023-01-24,21.2
2023-01-25,21.0
2023-01-26,19.0
2023-01-27,18.5
2023-01-28,20.7
2023-01-29,16.4
2023-01-30,16.1
2023-01-31,20.5
2023-02-01,19.9
2023-02-02,21.5
2023-02-03,22.4
2023-02-04,22.6
2023-02-05,23.2
2023-02-06,25.1
2023-02-07,23.4
2023-02-08,22.5
2023-02-09,25.8
2023-02-10,25.5
2023-02-11,25.9
2023-02-12,21.9
2023-02-13,21.0
2023-02-14,23.5
2023-02-15,25.6
2023-02-16,26.1
2023-02-17,26.6
2023-02-18,26.4
2023-02-19,27.9
2023-02-20,30.6
2023-02-21,29.0
2023-02-22,28.4
2023-02-23,27.4
2023-02-24,27.9
2023-02-25,28.4
2023-02-26,29.5
2023-02-27,29.8
2023-02-28,29.3
2023-03-01,29.7
2023-03-02,30.0
2023-03-03,30.5
2023-03-04,29.8
2023-03-05,29.6
2023-03-06,28.7
2023-03-07,28.7
2023-03-08,28.1
2023-03-09,27.5
2023-03-10,29.1
2023-03-11,30.0
2023-03-12,31.9
2023-03-13,32.0
2023-03-14,31.5
2023-03-15,32.2
2023-03-16,31.9
2023-03-17,28.5
2023-03-18,26.8
2023-03-19,25.1
2023-03-20,23.6
2023-03-21,23.0
2023-03-22,26.3
2023-03-23,28.0
2023-03-24,27.5
2023-03-25,26.2
2023-03-26,27.5
2023-03-27,26.8
2023-03-28,28.1
2023-03-29,30.8
2023-03-30,30.8
2023-03-31,24.1
2023-04-01,25.7
2023-04-02,28.3
2023-04-03,31.2
2023-04-04,28.0
2023-04-05,30.2
2023-04-06,31.3
2023-04-07,31.2
2023-04-08,31.8
2023-04-09,33.1
2023-04-10,33.2
2023-04-11,35.9
2023-04-12,36.3
2023-04-13,37.2
2023-04-14,37.3
2023-04-15,39.1
2023-04-16,39.2
2023-04-17,39.0
2023-04-18,39.1
2023-04-19,37.2
2023-04-20,34.7
2023-04-21,35.2
2023-04-22,35.1
2023-04-23,33.8
2023-04-24,31.9
2023-04-25,33.2
2023-04-26,35.5
2023-04-27,35.8
2023-04-28,33.5
2023-04-29,33.3
2023-04-30,30.4
2023-05-01,27.8
2023-05-02,28.0
2023-05-03,28.2
2023-05-04,29.6
2023-05-05,30.8
2023-05-06,35.3
2023-05-07,36.0
2023-05-08,36.6
2023-05-09,37.1
2023-05-10,36.5
2023-05-11,38.9
2023-05-12,41.7
2023-05-13,41.5
2023-05-14,40.5
2023-05-15,40.5
2023-05-16,38.5
2023-05-17,40.9
2023-05-18,38.0
2023-05-19,37.8
2023-05-20,40.0
2023-05-21,42.4
2023-05-22,42.1
2023-05-23,43.6
2023-05-24,37.7
2023-05-25,33.8
2023-05-26,34.5
2023-05-27,33.8
2023-05-28,33.8
2023-05-29,34.0
2023-05-30,34.1
2023-05-31,30.9
2023-06-01,33.6
2023-06-02,33.0
2023-06-03,34.8
2023-06-04,36.2
2023-06-05,37.1
2023-06-06,38.8
2023-06-07,38.4
2023-06-08,39.2
2023-06-09,40.8
2023-06-10,40.3
2023-06-11,39.2
2023-06-12,41.0
2023-06-13,41.8
2023-06-14,40.5
2023-06-15,37.3
2023-06-16,38.7
2023-06-17,39.3
2023-06-18,38.7
2023-06-19,32.3
2023-06-20,36.5
2023-06-21,35.6
2023-06-22,36.0
2023-06-23,35.3
2023-06-24,34.5
2023-06-25,32.3
2023-06-26,32.8
2023-06-27,33.5
2023-06-28,34.0
2023-06-29,32.4
2023-06-30,33.8
2023-07-01,33.7
2023-07-02,35.3
2023-07-03,36.5
2023-07-04,36.7
2023-07-05,33.5
2023-07-06,33.0
2023-07-07,33.2
2023-07-08,29.6
2023-07-09,30.8
2023-07-10,31.0
2023-07-11,33.2
2023-07-12,33.5
2023-07-13,33.2
2023-07-14,33.8
2023-07-15,33.2
2023-07-16,32.9
2023-07-17,33.3
2023-07-18,31.7
2023-07-19,33.0
2023-07-20,35.2
2023-07-21,35.5
2023-07-22,34.3
2023-07-23,34.2
2023-07-24,34.0
2023-07-25,34.1
2023-07-26,29.6
2023-07-27,31.7
2023-07-28,32.8
2023-07-29,31.4
2023-07-30,33.1
2023-07-31,33.6
2023-08-01,34.6
2023-08-02,35.0
2023-08-03,34.0
2023-08-04,31.7
2023-08-05,33.7
2023-08-06,34.8
2023-08-07,34.2
2023-08-08,34.3
2023-08-09,34.5
2023-08-10,34.0
2023-08-11,34.5
2023-08-12,35.3
2023-08-13,35.5
2023-08-14,33.5
2023-08-15,34.7
2023-08-16,36.0
2023-08-17,36.0
2023-08-18,36.1
2023-08-19,34.1
2023-08-20,35.8
2023-08-21,36.2
2023-08-22,35.3
2023-08-23,29.9
2023-08-24,33.2
2023-08-25,33.9
2023-08-26,34.3
2023-08-27,34.8
2023-08-28,34.8
2023-08-29,35.0
2023-08-30,36.3
2023-08-31,36.4
2023-09-01,37.3
2023-09-02,37.2
2023-09-03,36.7
2023-09-04,37.3
2023-09-05,36.2
2023-09-06,36.2
2023-09-07,38.3
2023-09-08,36.5
2023-09-09,32.3
2023-09-10,30.0
2023-09-11,32.1
2023-09-12,33.3
2023-09-13,33.7
2023-09-14,34.1
2023-09-15,32.0
2023-09-16,31.5
2023-09-17,31.6
2023-09-18,31.6
2023-09-19,33.0
2023-09-20,33.0
2023-09-21,33.5
2023-09-22,33.2
2023-09-23,32.8
2023-09-24,32.8
2023-09-25,32.9
2023-09-26,32.9
2023-09-27,33.3
2023-09-28,33.0
2023-09-29,33.2
2023-09-30,34.8
2023-10-01,34.5
2023-10-02,33.8
2023-10-03,33.8
2023-10-04,33.8
2023-10-05,34.2
2023-10-06,35.2
2023-10-07,35.0
2023-10-08,35.2
2023-10-09,35.2
2023-10-10,33.5
2023-10-11,33.7
2023-10-12,33.2
2023-10-13,34.7
2023-10-14,35.0
2023-10-15,33.7
2023-10-16,29.0
2023-10-17,28.6
2023-10-18,29.0
2023-10-19,28.5
2023-10-20,29.1
2023-10-21,29.6
2023-10-22,30.4
2023-10-23,29.7
2023-10-24,30.5
2023-10-25,30.6
2023-10-26,30.5
2023-10-27,30.4
2023-10-28,30.0
2023-10-29,31.4
2023-10-30,31.7
2023-10-31,31.0
2023-11-01,30.5
2023-11-02,30.2
2023-11-03,28.5
2023-11-04,29.6
2023-11-05,29.6
2023-11-06,29.5
2023-11-07,30.1
2023-11-08,29.5
2023-11-09,29.2
2023-11-10,26.4
2023-11-11,25.2
2023-11-12,25.1
2023-11-13,25.5
2023-11-14,25.2
2023-11-15,25.7
2023-11-16,26.2
2023-11-17,26.8
2023-11-18,26.2
2023-11-19,25.6
2023-11-20,25.5
2023-11-21,25.2
2023-11-22,24.8
2023-11-23,24.8
2023-11-24,25.1
2023-11-25,25.2
2023-11-26,25.5
2023-11-27,24.0
2023-11-28,20.5
2023-11-29,24.4
2023-11-30,21.6
2023-12-01,24.1
2023-12-02,24.2
2023-12-03,24.5
2023-12-04,22.9
2023-12-05,23.2
2023-12-06,23.5
2023-12-07,24.1
2023-12-08,23.8
2023-12-09,23.4
2023-12-10,22.5
2023-12-11,22.2
2023-12-12,22.8
2023-12-13,22.8
2023-12-14,22.1
2023-12-15,22.0
2023-12-16,22.3
2023-12-17,22.5
2023-12-18,21.5
2023-12-19,21.5
2023-12-20,20.4
2023-12-21,21.5
2023-12-22,21.5
2023-12-23,22.0
2023-12-24,22.9
2023-12-25,22.9
2023-12-26,22.7
2023-12-27,21.6
2023-12-28,20.9
2023-12-29,20.2
2023-12-30,19.0
2023-12-31,18.6
